gsr; bvp; skt; skt2; Cont; time
12900;001554;34.80;900;03.42.17.297
12920;057576;34.80;901;03.42.17.297
12876;073904;34.80;902;03.42.17.297
12884;090340;34.80;903;03.42.17.308
12904;106710;34.80;904;03.42.17.308
12896;123131;34.80;905;03.42.17.308
12928;139493;34.80;906;03.42.17.308
12900;155874;34.80;907;03.42.17.308
12888;171509;34.80;908;03.42.17.308
12884;171233;34.80;909;03.42.17.308
12888;171225;34.80;910;03.42.17.308
12928;171231;34.80;911;03.42.17.308
12908;171226;34.80;912;03.42.17.308
12928;171220;34.80;913;03.42.17.308
12944;171221;34.80;914;03.42.17.308
12892;171217;34.80;915;03.42.17.308
12928;171209;34.80;916;03.42.17.319
12904;171214;34.80;917;03.42.17.319
12928;171207;34.80;918;03.42.17.319
12928;171208;34.80;919;03.42.17.319
12912;171197;34.80;920;03.42.17.319
12944;171200;34.80;921;03.42.17.330
12888;171200;34.80;922;03.42.17.330
12908;171189;34.80;923;03.42.17.330
12912;171189;34.80;924;03.42.17.330
12900;171185;34.80;925;03.42.17.419
12888;171186;34.80;926;03.42.17.419
12904;171180;34.80;927;03.42.17.430
12908;171190;34.80;928;03.42.17.430
12912;171188;34.80;929;03.42.17.430
12892;171183;34.80;930;03.42.17.430
12892;171186;34.80;931;03.42.17.430
12912;171188;34.80;932;03.42.17.430
12880;171193;34.80;933;03.42.17.430
12912;171196;34.80;934;03.42.17.430
12888;171184;34.80;935;03.42.17.430
12912;171184;34.80;936;03.42.17.430
12908;171176;34.80;937;03.42.17.430
12912;171178;34.80;938;03.42.17.430
12880;171180;34.80;939;03.42.17.430
12888;171180;34.80;940;03.42.17.441
12916;171180;34.80;941;03.42.17.441
12908;171180;34.80;942;03.42.17.441
12896;171182;34.80;943;03.42.17.441
12876;171173;34.80;944;03.42.17.441
12912;171174;34.80;945;03.42.17.441
12904;171167;34.80;946;03.42.17.441
12896;171174;34.80;947;03.42.17.441
12884;171163;34.80;948;03.42.17.441
12908;171167;34.80;949;03.42.17.441
12896;171176;34.80;950;03.42.17.551
12916;171165;34.80;951;03.42.17.551
12892;171166;34.80;952;03.42.17.551
12916;171159;34.80;953;03.42.17.551
12892;171153;34.80;954;03.42.17.551
12912;171161;34.80;955;03.42.17.551
12916;171154;34.80;956;03.42.17.551
12892;171156;34.80;957;03.42.17.551
12896;171159;34.80;958;03.42.17.551
12884;171152;34.80;959;03.42.17.551
12892;171162;34.80;960;03.42.17.551
12876;171151;34.80;961;03.42.17.562
12884;171154;34.80;962;03.42.17.562
12888;171151;34.80;963;03.42.17.562
12904;171152;34.80;964;03.42.17.562
12892;171146;34.80;965;03.42.17.562
12912;171149;34.80;966;03.42.17.562
12904;171149;34.80;967;03.42.17.562
12896;171154;34.80;968;03.42.17.562
12916;171150;34.80;969;03.42.17.562
12904;171146;34.80;970;03.42.17.562
12900;171144;34.80;971;03.42.17.562
12908;171148;34.80;972;03.42.17.562
12908;171143;34.80;973;03.42.17.562
12928;171147;34.80;974;03.42.17.573
12860;171133;34.80;975;03.42.17.683
12892;171143;34.80;976;03.42.17.683
12888;171141;34.80;977;03.42.17.683
12880;171137;34.80;978;03.42.17.683
12920;171144;34.80;979;03.42.17.683
12900;171148;34.80;980;03.42.17.683
12888;171142;34.80;981;03.42.17.683
12924;171145;34.80;982;03.42.17.683
12924;171139;34.80;983;03.42.17.694
12884;171135;34.80;984;03.42.17.694
12892;171145;34.80;985;03.42.17.694
12888;171151;34.80;986;03.42.17.694
12904;171142;34.80;987;03.42.17.694
12920;171146;34.80;988;03.42.17.694
12908;171149;34.80;989;03.42.17.694
12900;171140;34.80;990;03.42.17.694
12916;171146;34.80;991;03.42.17.694
12916;171151;34.80;992;03.42.17.694
12912;171143;34.80;993;03.42.17.694
12928;171151;34.80;994;03.42.17.694
12900;171150;34.80;995;03.42.17.705
12896;171150;34.80;996;03.42.17.705
12908;171150;34.80;997;03.42.17.705
12908;171143;34.80;998;03.42.17.705
12916;171150;34.80;999;03.42.17.705
12888;171147;34.80;000;03.42.17.792
12912;171147;34.80;001;03.42.17.792
12920;171147;34.80;002;03.42.17.792
12912;171153;34.80;003;03.42.17.792
12896;171156;34.80;004;03.42.17.803
12928;171149;34.80;005;03.42.17.803
12928;171159;34.80;006;03.42.17.803
12904;171158;34.80;007;03.42.17.803
12928;171153;34.80;008;03.42.17.803
12900;171154;34.80;009;03.42.17.803
12896;171163;34.80;010;03.42.17.803
12928;171170;34.80;011;03.42.17.803
12900;171163;34.80;012;03.42.17.814
12904;171159;34.80;013;03.42.17.814
12908;171167;34.80;014;03.42.17.814
12908;171168;34.80;015;03.42.17.814
12928;171175;34.80;016;03.42.17.814
12908;171169;34.80;017;03.42.17.814
12888;171164;34.80;018;03.42.17.814
12892;171175;34.80;019;03.42.17.814
12876;171171;34.80;020;03.42.17.814
12936;171166;34.80;021;03.42.17.814
12896;171170;34.80;022;03.42.17.825
12888;171168;34.80;023;03.42.17.825
12904;171170;34.80;024;03.42.17.825
12912;171178;34.80;025;03.42.17.923
12904;171172;34.80;026;03.42.17.923
12904;171174;34.80;027;03.42.17.923
12928;171178;34.80;028;03.42.17.923
12912;171170;34.80;029;03.42.17.923
12908;171164;34.80;030;03.42.17.923
12896;171165;34.80;031;03.42.17.923
12908;171153;34.80;032;03.42.17.923
12912;171157;34.80;033;03.42.17.923
12896;171148;34.80;034;03.42.17.923
12884;171143;34.80;035;03.42.17.923
12924;171142;34.80;036;03.42.17.923
12928;171139;34.80;037;03.42.17.923
12924;171130;34.80;038;03.42.17.934
12908;171123;34.80;039;03.42.17.934
12920;171119;34.80;040;03.42.17.934
12928;171118;34.80;041;03.42.17.934
12904;171115;34.80;042;03.42.17.934
12912;171111;34.80;043;03.42.17.934
12896;171111;34.80;044;03.42.17.934
12920;171101;34.80;045;03.42.17.934
12900;171100;34.80;046;03.42.17.934
12928;171089;34.80;047;03.42.17.934
12924;171092;34.80;048;03.42.17.934
12904;171092;34.80;049;03.42.17.934
12892;171090;34.84;050;03.42.18.044
12916;171086;34.84;051;03.42.18.044
12896;171084;34.84;052;03.42.18.044
12912;171077;34.84;053;03.42.18.044
12900;171080;34.84;054;03.42.18.044
12928;171071;34.84;055;03.42.18.044
12912;171075;34.84;056;03.42.18.044
12928;171075;34.84;057;03.42.18.044
12908;171073;34.84;058;03.42.18.044
12884;171073;34.84;059;03.42.18.055
12908;171077;34.84;060;03.42.18.055
12912;171077;34.84;061;03.42.18.055
12880;171074;34.84;062;03.42.18.055
12892;171074;34.84;063;03.42.18.055
12900;171069;34.84;064;03.42.18.055
12900;171073;34.84;065;03.42.18.055
12892;171066;34.84;066;03.42.18.055
12888;171070;34.84;067;03.42.18.055
12896;171066;34.84;068;03.42.18.055
12892;171067;34.84;069;03.42.18.055
12944;171058;34.84;070;03.42.18.055
12916;171060;34.84;071;03.42.18.055
12916;171067;34.84;072;03.42.18.066
12916;171058;34.84;073;03.42.18.066
12924;171068;34.84;074;03.42.18.066
12904;171071;34.84;075;03.42.18.186
12892;171066;34.84;076;03.42.18.186
